© 2000-2018 QIAGEN. All rights reserved.															
Symbol	Synonym(s)	Entrez Gene Name	Gene Symbol - human (HUGO / HGNC / Entrez Gene)	Expr Other	Expr Log Ratio	Expr p-value	Location	Family	Drugs	Entrez Gene ID for Human	Entrez Gene ID for Mouse	Entrez Gene ID for Rat	PubChem ID	HMDB ID	CAS ID
SP600125	129-56-6, anthra(1,9-cd)pyrazol-6(2H)-one, C14H8N2O, JNK inhibitor II, JNK(AII), JNKII, Merck 420119, SB600125						Other	chemical - kinase inhibitor					8515	--	129-56-6
SRF	AW049942, AW240594, MCM1, PRTF, RGD1559787, serum response factor, Sfr	serum response factor	SRF	2323.383212	1.387308332	4.96197E-97	Nucleus	transcription regulator		6722	20807	501099			
STAT1	2010005J02Rik, AA408197, CANDF7, DD6G4-4, IMD31A, IMD31B, IMD31C, ISGF-3, p91, signal transducer and activator of transcription 1, STAT91, STAT1 alpha, Stat1 beta, Stat1 p91, STAT1 _, Stat1 _, TRANSCRIPTION FACTOR SIGNAL TRANSDUCER and ACTIVATOR	signal transducer and activator of transcription 1	STAT1	5330.749416	-0.039031099	0.47384035	Nucleus	transcription regulator		6772	20846	25124			
STIM1	D11S4896E, GOK, IMD10, SIM, STRMK, stromal interaction molecule 1, TAM, TAM1	stromal interaction molecule 1	STIM1	1287.789637	0.327632866	7.86847E-06	Plasma Membrane	ion channel		6786	20866	361618			
STK4	AI447339, AU020804, Kas-2, KRS2, MST1, serine/threonine kinase 4, YSK3	serine/threonine kinase 4	STK4	2994.914494	-0.311819008	0.000110493	Cytoplasm	kinase		6789	58231	311622			
sulforafan	1-isothiocyanato-4-methylsulfinylbutane, 4-methylsulphinylbutyl glucosinolate, 4478-93-7, broccoli sprout extract, butane, 1-isothiocyanato-4-(methylsulfinyl)-, C6H11NOS2, D,L-sulforaphane, D,L-sulphoraphane, methylsulfoxybutylisothiocyanate, SFX-01, sulforadex, sulforaphane, sulphoradex, sulphorafan, sulphoraphane						Other	chemical drug					5350	HMDB0005792	4478-93-7
TAB1	2310012M03Rik, 3'-Tab1, b2b449Clo, MAP3K7IP1, TGF Beta-Activated Kinase-Binding Protein 1, TGF _-Activated Kinase-Binding Protein 1, TGF-beta activated kinase 1 (MAP3K7) binding protein 1, TGF-beta activated kinase 1/MAP3K7 binding protein 1, TGF-_ activated kinase 1 (MAP3K7) binding protein 1, TGF-_ activated kinase 1/MAP3K7 binding protein 1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	TAB1	1877.275537	-0.12359128	0.124551567	Cytoplasm	enzyme		10454	66513	315139			
talmapimod	750646-72-1, SCIO-469						Other	chemical drug					--	--	750646-72-1
TBX21	T-box 21, T-PET, TBET, TBLYM, TBT1	T-box 21					Nucleus	transcription regulator		30009	57765	303496			
TCR	T-cell receptor, TCR protein						Plasma Membrane	complex	enterotoxin B, naptumomab estafenatox						
TGFB3	ARVD, ARVD1, LDS5, PTGF _, RNHF, TGF-beta, TGF-beta-3, TGF-_, TGF-_-3, TRANSFORMING GROWTH FACTOR beta 3, TRANSFORMING GROWTH FACTOR _ 3, transforming growth factor, beta 3, transforming growth factor, _ 3	transforming growth factor beta 3					Extracellular Space	growth factor	fresolimumab	7043	21809	25717			
TIMP1	CLGI, EPA, EPO, HCI, Metalloproteinase inhibitor, TIMP, TIMP metallopeptidase inhibitor 1, Tissue Inhibitor of Metalloproteinase 1, TPA-S1	TIMP metallopeptidase inhibitor 1					Extracellular Space	cytokine		7076	21857	116510			
TIMP2	CSC-21K, D11Bwg1104e, DDC8, TIMP metallopeptidase inhibitor 2, tissue inhibitor of metalloproteinase 2	TIMP metallopeptidase inhibitor 2	TIMP2	7870.36114	-0.529710891	1.43032E-15	Extracellular Space	other		7077	21858	29543			
TNF	AT-TNF, DIF, RATTNF, TMTNF, TNF-a, TNF-alpha, TNF-_, Tnfsf1a, TNFSF2, TNLG1F, tumor necrosis factor, Tumor Necrosis Factor _, tumor necrosis factor, _, tumour necrosis factor, tumour Necrosis Factor Alpha, tumour Necrosis Factor _, tumour necrosis factor, alpha, tumour necrosis factor, _	tumor necrosis factor					Extracellular Space	cytokine	adalimumab, etanercept, infliximab, certolizumab, golimumab, tumor necrosis factor receptor antagonist, infliximab/methotrexate, dexamethasone/thalidomide, dexamethasone/pomalidomide, cyclophosphamide/dexamethasone/thalidomide, golimumab/methotrexate, bortezomib/dexamethasone/thalidomide, rituximab/thalidomide, bortezomib/thalidomide, prednisone/thalidomide, adalimumab/methotrexate, etanercept/methotrexate, pomalidomide, bortezomib/dexamethasone/pomalidomide, thalidomide	7124	21926	24835			
Tnf receptor	member of the tumour necrosis factor receptor family, TNF R1, Tnf receptor superfamily, TNFR, tumour necrosis factor receptor						Plasma Membrane	group	CYT-6091						
TP53	bbl, BCC7, bfy, bhy, LFS1, p44, P53, P53 cellular tumour antigen, p53 tumor suppressor, transformation related protein 53, TRP53, tumor protein p53, tumour protein p53	tumor protein p53	TP53	1935.5897	-0.063373853	0.421250817	Nucleus	transcription regulator	APR-246, cenersen, ALT-801, CGM097, kevetrin, azurin 50-77, COTI-2	7157	22059	24842			
TRAF2	AI325259, MGC:45012, RNF117, TNF receptor-associated factor 2, TRAP, TRAP3	TNF receptor associated factor 2					Cytoplasm	enzyme		7186	22030	311786			
TRAF6	2310003F17Rik, AI851288, C630032O20Rik, LOC100042930, LOC100048242, MGC:3310, RNF85, TNF receptor-associated factor 6	TNF receptor associated factor 6	TRAF6	784.412129	0.196771755	0.047403325	Cytoplasm	enzyme		7189	22034	311245			
tretinoin	(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid, 13497-05-7, 187175-63-9, 22232-80-0, 302-79-4, 56573-65-0, 7005-78-9, 75980-27-7, all-trans retinoic acid, all-trans-retinoate, all-trans-retinoic acid liposomal, Altinac, AR-623, ATRA, Atragen, atralin, Atralin Gel, Avita, beta all trans retinoic acid, C20H28O2, liposomal all-trans-retinoic acid, liposomal tretinoin, Renova, Retin A, Retin A Micro Gel, Retin-A, retinoic acid, retinoic acid, all-trans-, retinoic acid, sodium salt, trans retinoic acid, tretinoin liposomal, tretinoin liposome, tretinoin potassium salt, tretinoin sodium salt, Tretinoin Topical, tretinoin zinc salt, tretinoinLF, Vesanoid, vitamin A acid, _ all trans retinoic acid						Other	chemical - endogenous mammalian					444795	HMDB0001852	56573-65-0
UBR2	9930021A08Rik, AI462103, AW540746, bA49A4.1, C6ORF133, dJ242G1.1, dJ392M17.3, E130209G04Rik, E3alpha-II, KIAA0349, mKIAA0349, ubiquitin protein ligase E3 component n-recognin 2	ubiquitin protein ligase E3 component n-recognin 2	UBR2	1487.514457	-0.142277511	0.101380176	Nucleus	enzyme		23304	224826	363188			
VARS	Bat6, D17H6S56E, G7A, NDMSCA, tRNA-valine synthetase, TrsVal, V-tRNA ligase, VALRS, Valyl-tRNA synthetase, VARS1, VARS2, Vrs	valyl-tRNA synthetase	VARS	6219.844156	0.029345836	0.716237422	Cytoplasm	enzyme		7407	22321	25009			
VDR	NR1I1, PPP1R163, vitamin D (1,25-dihydroxyvitamin D3) receptor, vitamin D receptor	vitamin D receptor	VDR	546.2415286	-3.073947934	6.9595E-148	Nucleus	transcription regulator	calcipotriene, ergocalciferol, inecalcitol, ILX-23-7553, alendronate/cholecalciferol, 2-(3-hydroxypropoxy)calcitriol, betamethasone dipropionate/calcipotriene, alfacalcidol, calcium carbonate/cholecalciferol, paricalcitol, doxercalciferol, cholecalciferol, calcitriol, calcifediol, seocalcitol	7421	22337	24873			
VEGFA	Gd-vegf, MVCD1, vascular endothelial growth factor A, VEGF, Vegf-3, VEGF111, VPF	vascular endothelial growth factor A	VEGFA	1509.007062	-0.550658152	1.84568E-13	Extracellular Space	growth factor	dalteparin, bevacizumab, ranibizumab, aflibercept, bevacizumab/erlotinib, bevacizumab/sorafenib, bevacizumab/5-fluorouracil, bevacizumab/temozolomide, bevacizumab/irinotecan, bevacizumab/carmustine/lomustine, bevacizumab/paclitaxel, bevacizumab/irinotecan/oxaliplatin, aflibercept/irinotecan, bevacizumab/capecitabine/oxaliplatin, bevacizumab/panitumumab, bevacizumab/cetuximab, bevacizumab/pemetrexed, bevacizumab/gemcitabine, bevacizumab/capecitabine/irinotecan/oxaliplatin, bevacizumab/capecitabine, bevacizumab/paclitaxel/topotecan, bevacizumab/oxaliplatin, bevacizumab/docetaxel, bevacizumab-IRDye 800CW, bevacizumab/doxorubicin/paclitaxel, bevacizumab/IFNA2A, bevacizumab/topotecan, bevacizumab/doxorubicin, vanucizumab, pegaptanib, bevacizumab/capecitabine/irinotecan, bevacizumab/erlotinib/pemetrexed, bevacizumab/paclitaxel/pemetrexed, bevacizumab/etoposide, chelerythrine	7422	22339	83785			
VIP	PHM27, vasoactive intestinal peptide, vasoactive intestinal polypeptide, vip/phi27	vasoactive intestinal peptide	VIP	37.26410522	-1.135700172	0.000392871	Extracellular Space	other		7432	22353	117064			
wortmannin	(1alpha,11alpha)-11-(acetyloxy)-1-(methoxymethyl)-2-oxaandrosta-5,8-dieno(6,5,4-bc)furan-3,7,17-trione, 19545-26-7, C23H24O8, SL-2052						Other	chemical - kinase inhibitor					312145	--	19545-26-7
ZNHIT1	2700001K05Rik, CG1I, zinc finger HIT-type containing 1, zinc finger, HIT domain containing 1, zinc finger, HIT-type containing 1, ZNFN4A1	zinc finger HIT-type containing 1	ZNHIT1	1156.828709	0.18697409	0.075574894	Nucleus	other		10467	70103	100360077			
